Time,Input,Output
0.000467225,(-0.02818064065374655-1.1263099847945608j),(2.75573+1.74695j)
0.00046723,(-0.04107295983359399-0.39681051627709024j),(1.58945+1.87342j)
0.00046723500000000004,(-0.3235636527140132+0.36292511883955686j),(-0.0622649-2.74849j)
0.00046724,(-0.3639518817185586+0.45020440841565906j),(-0.65669-2.95375j)
0.00046724500000000003,(0.09800451680072308-0.08933348206324804j),(-0.259199+0.92033j)
0.00046725,(0.6653801269112342-0.6071946746706575j),(0.61451+3.28917j)
0.000467255,(0.7025747233245982-0.5507182714646092j),(0.359022+3.28565j)
0.00046726,(0.11203783178593751+0.04814651154633634j),(-0.944045+0.18038j)
0.000467265,(-0.5037138669388763+0.7138691149936177j),(-1.29134-3.00618j)
0.00046727,(-0.5264182166615664+1.0192932901785996j),(-1.62699-2.91779j)
0.000467275,(-0.023959133968326805+0.8843228650602889j),(-2.60917-1.93801j)
0.00046728,(0.38562946856224617+0.48214962404936484j),(-3.02198-0.0869994j)
0.000467285,(0.3130671135851698+0.0021677364600640233j),(-1.9803+1.13218j)
0.00046729000000000003,(0.02966366850906664-0.44358823289447163j),(1.72541+2.16089j)
0.000467295,(0.04449572500664751-0.767949738148662j),(2.69672+1.90859j)
0.00046730000000000003,(0.4216817357119592-0.8846651193532902j),(1.82992+2.78153j)
0.000467305,(0.7263058359262895-0.7741103154226727j),(0.80742+3.19803j)
0.00046731,(0.6264764814633406-0.5234512719787365j),(0.343936+3.18236j)
0.000467315,(0.3150072953889979-0.26366470657795915j),(-0.462399+2.57656j)
0.00046732,(0.19543853569876277-0.0770116607860841j),(-1.0528+1.29903j)
0.000467325,(0.284315530542645+0.010040051909477474j),(-1.94169+1.07416j)
0.00046733,(0.16965389733906788-0.02247610611300659j),(-1.13771+0.818299j)
0.000467335,(-0.39681051627709063-0.17775443417385953j),(2.6117-0.945385j)
0.00046734,(-1.0672111136291578-0.3662343178153869j),(2.7108-2.11243j)
0.00046734500000000003,(-1.235040173305999-0.4028577495969259j),(2.69584-1.98989j)
0.00046735,(-0.7446742237941464-0.15835883894090572j),(2.44121-1.93029j)
0.00046735500000000003,(-0.074387637125397+0.27062535882262084j),(-0.414839-1.86531j)
0.00046736,(0.23616879675326147+0.5994361698858188j),(-2.98019-0.829474j)
0.000467365,(0.18106296642054784+0.608221437549659j),(-2.96929-0.956905j)
0.00046737,(0.17284841890243843+0.3507173082457103j),(-2.45074-1.02887j)
0.000467375,(0.42396417180878765+0.07632715220008285j),(-2.35801+1.48251j)
0.00046738,(0.6676625630080625-0.04837475515601921j),(-1.59677+2.81187j)
0.000467385,(0.5705712428891183-0.095038016603988j),(-1.38547+2.75146j)
0.00046739000000000004,(0.2573907853497727-0.225672257624418j),(-0.559939+2.45145j)
0.000467395,(0.21780040888540425-0.43297612738097907j),(1.02548+2.74533j)
0.00046740000000000003,(0.6861465172605692-0.5048539737720542j),(0.336073+3.34073j)
0.000467405,(1.2947079866727542-0.27769935502145804j),(-1.23641+3.11023j)
0.00046741,(1.456376469075586+0.12013814637768173j),(-2.18876+2.45751j)
0.000467415,(1.0189510358855987+0.34786370751705603j),(-2.66707+1.80448j)
0.00046742,(0.40034640316127207+0.19772030506644925j),(-2.52738+0.47466j)
0.000467425,(0.07895117586077002-0.16668739714233283j),(0.0545843+1.25246j)
0.00046743,(0.0854544519138763-0.35664897518089617j),(0.958495+2.30222j)
0.000467435,(0.08146118883813935-0.1495737935201129j),(0.0110351+1.38935j)
0.00046744,(-0.1510570436184805+0.27507466463162894j),(-0.210188-2.31593j)
0.00046744500000000003,(-0.4449572500664746+0.5013180868878729j),(-0.829424-3.12465j)
0.00046745,(-0.4945863449820359+0.2694830295589696j),(0.412215-3.01038j)
0.00046745500000000003,(-0.25123020807576185-0.28500003912864635j),(2.59996+0.271957j)
0.00046746,(0.012550042662542152-0.762244759121827j),(2.80067+1.73978j)
0.000467465,(0.002281836040600638-0.8506663779615807j),(2.83708+1.73025j)
0.00046747,(-0.3130671135851698-0.5712557514751193j),(3.10855+0.390241j)
0.000467475,(-0.7064528645017804-0.21517638522471694j),(2.49505-2.0688j)
0.00046748,(-0.9089651741563333-0.06560259170460433j),(1.94656-2.69681j)
0.000467485,(-0.7989815348575414-0.1654323906536482j),(2.24076-2.34641j)
0.00046749,(-0.45533822281066794-0.3209389623241837j),(2.82066-0.808909j)
0.000467495,(-0.0949240059206702-0.31409387646417153j),(1.90456+1.43605j)
0.00046750000000000003,(0.0708506390259784-0.12242013798841565j),(0.0118481+1.18712j)
0.000467505,(0.007415939351571407+0.056361059064445676j),(-0.304605-0.336685j)
0.00046751000000000003,(-0.0977762731910402-0.0014831878703142943j),(0.688706-0.401703j)
0.000467515,(-0.026012881969377753-0.2992613754804961j),(1.44311+1.82296j)
0.00046752,(0.20057257233681927-0.566464191373111j),(1.82378+2.57586j)
0.000467525,(0.3093023163621633-0.48032500863018623j),(1.13508+2.86755j)
0.00046753,(0.12093688789004799+0.009697775392172127j),(-0.926949+0.507523j)
0.000467535,(-0.14364101536969015+0.5648662638622834j),(-1.9914-2.35493j)
0.00046754,(-0.05008602662102222+0.7064528645017805j),(-2.64125-1.93482j)
0.000467545,(0.49447300102786074+0.24803435305410715j),(-2.77952+1.19632j)
0.00046755,(0.999326974799914-0.4855721669793705j),(-0.474006+3.36852j)
0.00046755500000000003,(0.8779333774474535-0.8997243082453168j),(0.57768+3.29958j)
0.00046756,(0.17056664953475198-0.6478118140140273j),(1.60113+2.56435j)
0.000467565,(-0.3957837533980887+0.04632100715496815j),(1.86943-1.62877j)
0.00046757,(-0.1955525463820805+0.5889396307569755j),(-1.6749-2.56377j)
0.000467575,(0.5436464976962461+0.5632683363514561j),(-3.21786+0.599835j)
0.00046758,(0.9630457973113763+0.09811852748404085j),(-2.09747+2.60195j)
0.000467585,(0.5674909542521128-0.2954965782574895j),(-0.585284+3.02191j)
0.00046759,(-0.18745223179033624-0.2418737757800961j),(2.04538+0.859494j)
0.000467595,(-0.4403923778728169+0.1634928755789621j),(1.21204-2.56216j)
0.00046760000000000004,(0.04643524008133328+0.5185463679225523j),(-2.37134-1.78247j)
0.000467605,(0.6304679665946982+0.5557387419054427j),(-3.2264+0.931716j)
0.00046761000000000003,(0.6017186059826477+0.36474973425873547j),(-2.90055+1.37265j)
0.000467615,(0.031603405826800005+0.1855124944726031j),(-1.02056-1.1502j)
0.00046762,(-0.39681051627709024+0.07906540878713512j),(1.57612-2.17044j)
0.000467625,(-0.3139805325099962-0.1073600601241994j),(2.35313-0.747769j)
0.00046763,(-0.12139315286636643-0.4541981159774906j),(2.57082+1.30541j)
0.000467635,(-0.3807223420755883-0.7639560305868305j),(3.36525+0.299432j)
0.00046764,(-0.9603077629673714-0.7439897152081454j),(3.22245-1.02918j)
0.000467645,(-1.1056591608298751-0.37216598475057305j),(2.7-1.92815j)
0.00046765,(-0.40901832687093664+0.027952397044063725j),(1.97538-1.48781j)
0.00046765500000000003,(0.5587056865882725+0.14318475039337172j),(-2.39509+1.62436j)
0.00046766,(0.820087957069403+0.047576013643652854j),(-1.91025+2.66281j)
0.00046766500000000003,(0.12550042662542105+0.11272234037193873j),(-1.32978-0.242887j)
0.00046767,(-0.7414805912029656+0.5236801823175613j),(-0.22813-3.28681j)
0.000467675,(-0.8770199585226274+0.9840388755690633j),(-0.765075-3.26368j)
0.00046768,(-0.286026802007648+1.0050319538267491j),(-2.00438-2.59558j)
0.000467685,(0.20696183770660764+0.47701580965435525j),(-2.54173-1.20147j)
0.00046769,(0.010040051909477477-0.1594998347462727j),(0.49556+0.954029j)
0.000467695,(-0.5337189007687543-0.3706836236243949j),(2.93048-1.03674j)
0.0004677,(-0.6210004127753305-0.10199777987645987j),(2.20277-2.23247j)
0.000467705,(-0.0014831878703142648+0.1986330572621334j),(-0.697025-1.36325j)
0.00046771000000000003,(0.7210564551466305+0.11911138349867983j),(-2.19752+2.39805j)
0.000467715,(0.8196323588222272-0.26104001618812994j),(-0.834329+3.24065j)
0.00046772000000000003,(0.2683429227257921-0.5164906197340745j),(1.16084+2.79866j)
0.000467725,(-0.2959521765046658-0.4049112753549297j),(2.87449+0.388366j)
0.00046773,(-0.33086433682120137-0.12048040067068227j),(2.43332-0.691856j)
0.000467735,(0.08682346908587871+0.0019395528560039524j),(-0.5482+0.376291j)
0.00046774,(0.5020025954738736-0.07746814800544981j),(-1.56435+2.51223j)
0.000467745,(0.6408511617693654-0.08431345610850927j),(-1.40518+2.88379j)
0.00046775,(0.5781008373351316+0.17980795993186308j),(-2.4229+1.9484j)
0.000467755,(0.44324597860147136+0.5536852161474392j),(-3.19335+0.431775j)
0.00046776,(0.19418352921007792+0.6911647652709281j),(-3.09899-0.862839j)
0.00046776500000000003,(-0.22418989649824023+0.4543114599316663j),(-1.18211-2.627j)
0.00046777,(-0.6353750930813562+0.03662343178153882j),(1.5334-2.71276j)
0.000467775,(-0.7240233998294604-0.28728247522547495j),(2.5797-2.01196j)
0.00046778,(-0.38688291934959906-0.42818456727897075j),(2.99112-0.303679j)
0.000467785,(0.12378915516041804-0.453626951345665j),(1.54301+2.35405j)
0.00046779,(0.46560585160068596-0.3953259327204385j),(0.347237+3.09069j)
0.000467795,(0.5374836979917611-0.21700188961608527j),(-0.693468+2.98814j)
0.0004678,(0.48009609829136096+0.03285841231548467j),(-2.01524+2.06405j)
0.000467805,(0.4097028354569378+0.18106296642054767j),(-2.60631+1.10895j)
0.00046781000000000004,(0.28408662020381986+0.14672152624974288j),(-2.41617+0.331343j)
0.000467815,(0.0496297616447039+0.12721192033347148j),(-0.926173-0.735152j)
0.00046782000000000003,(-0.2057068312179231+0.40844716223911126j),(-0.978185-2.69821j)
0.000467825,(-0.3548243597617178+0.948897804913702j),(-2.07835-2.72743j)
0.00046783,(-0.42715780439996887+1.2839847596355605j),(-1.9895-2.71308j)
0.000467835,(-0.55733666941627+0.9867769099130674j),(-1.37056-2.97298j)
0.00046784,(-0.7129579184992658+0.20296857463087103j),(1.11437-2.84658j)
0.000467845,(-0.6175756474148507-0.4208838831717825j),(2.8824-1.21602j)
0.00046785,(-0.08397120181550866-0.41768802815012707j),(2.18081+1.52305j)
0.000467855,(0.6203159041893292-0.013805049151226781j),(-1.65519+2.56284j)
0.00046786,(0.91022084737416+0.1608688519182751j),(-2.18386+2.52019j)
0.00046786500000000003,(0.4789559914581837-0.14774828912874474j),(-1.32496+2.54146j)
0.00046787,(-0.32744179389119515-0.49469968893621125j),(3.00574+0.292774j)
0.00046787500000000003,(-0.8538600105527613-0.2942409050396626j),(2.6193-2.08782j)
0.00046788,(-0.840512093125738+0.39578375339808886j),(0.48218-3.28539j)
0.000467885,(-0.6609308211022261+0.8411966017117392j),(-1.01747-3.16523j)
0.00046789,(-0.7978414280243636+0.4465529551468274j),(0.206124-3.22745j)
0.000467895,(-1.1904293264007977-0.5187730558309035j),(2.73867-1.75026j)
0.0004679,(-1.2539775033752076-1.1549460014524358j),(3.22498-0.513481j)
0.000467905,(-0.5737648754802993-0.8826115935952863j),(3.14845+0.367065j)
0.00046791,(0.5315520310565753-0.034911938073488295j),(-1.86656+1.94252j)
0.000467915,(1.2394894791150075+0.5567655047844444j),(-2.83013+1.66774j)
0.00046792000000000003,(1.0003537376789158+0.4638945801356828j),(-2.84264+1.58146j)
0.000467925,(0.03707969675785704+0.020764634629260887j),(-0.358878-0.0248004j)
0.00046793000000000003,(-0.8944771498961318-0.18722398818065325j),(2.26786-2.28493j)
0.000467935,(-1.155746076423087-0.01859689816919681j),(1.89665-2.71729j)
0.00046794,(-0.6489519208472048+0.16486211499401213j),(1.32944-2.73547j)
0.000467945,(0.2446118101241008+0.056247048381127894j),(-1.64301+0.516163j)
0.00046795,(0.9862057452812417-0.17239215392612003j),(-1.31165+3.06024j)
0.000467955,(1.1713764299469394-0.10085678407109308j),(-1.61014+2.90056j)
0.00046796,(0.7119311556202641+0.37045471328557j),(-2.78466+1.46596j)
0.00046796500000000004,(-0.09743401889803978+0.8340070391282528j),(-2.49799-1.96335j)
0.00046797,(-0.7241389662141101+0.7992104451963661j),(-0.891008-3.14599j)
0.00046797500000000003,(-0.7767350058125021+0.22202191557082396j),(0.936802-3.02583j)
0.00046798,(-0.34854821610305714-0.45841851144767315j),(2.90925+0.0477957j)
0.000467985,(0.054421543989759784-0.7761638411806762j),(2.63532+1.84405j)
0.00046799,(0.01266414224307879-0.6520322094842097j),(2.54887+1.80235j)
0.000467995,(-0.3731927476295746-0.3496905453667084j),(2.91418-0.237029j)
0.000468,(-0.6020608602756481-0.12321865725773458j),(2.30321-2.1205j)
0.000468005,(-0.3344024461358568+0.002167736460064044j),(1.99412-1.4696j)
0.00046801,(0.22715684118107005+0.12173540715936695j),(-2.01125+0.0921448j)
0.000468015,(0.5587056865882727+0.2457519169572783j),(-2.72148+1.61518j)
0.00046802000000000004,(0.36634766176956285+0.28055073331963853j),(-2.82276+0.511398j)
0.000468025,(-0.15196979581416456+0.18722398818065342j),(0.231348-1.98493j)
0.00046803000000000003,(-0.5698867343031172+0.07096487195234363j),(1.49586-2.71467j)
0.000468035,(-0.6489519208472051+0.07484390210171532j),(1.43109-2.87845j)
0.00046804,(-0.4466685215314774+0.22190768264445893j),(0.744449-2.84938j)
0.000468045,(-0.11694362481431107+0.40901832687093664j),(-1.25161-2.49404j)
0.00046805,(0.24244494041192172+0.5406795530134159j),(-3.05651-0.682207j)
0.000468055,(0.5211688358819074+0.6110728158478389j),(-3.30265+0.521653j)
0.00046806,(0.5286984303279211+0.6364018559603581j),(-3.26481+0.481192j)
0.000468065,(0.1490032956174294+0.5636105906444563j),(-2.77104-1.1362j)
0.00046807,(-0.44187696142946864+0.3290397214020225j),(0.0210348-2.94545j)
0.00046807500000000003,(-0.8440479800099193+0.013348695277689355j),(1.62046-2.87298j)
0.00046808,(-0.8043442595913751-0.1430705174670067j),(2.15773-2.44751j)
0.00046808500000000003,(-0.46903061696116627+0.028522894946747125j),(1.86324-2.09731j)
0.00046809,(-0.1908747747203425+0.3745617648015775j),(-0.633406-2.64457j)
0.000468095,(-0.10884308797951944+0.4883102013233754j),(-1.69946-2.39427j)
0.0004681,(-0.028066407727381403+0.1161451055449922j),(-0.258811-1.00041j)
0.000468105,(0.2517991502771136-0.5050828841108792j),(1.34414+2.72307j)
0.00046811,(0.5962425372946377-0.8034308406665491j),(1.27375+3.14793j)
0.000468115,(0.6527167180702114-0.4365142366956347j),(0.0664639+3.22605j)
0.00046812,(0.3015438115773248+0.30542195275450695j),(-2.65671-0.0677554j)
0.000468125,(-0.13451371565589662+0.7312107399824731j),(-2.39776-2.14636j)
0.00046813000000000003,(-0.21289461585703054+0.4265866397681431j),(-1.01283-2.64255j)
0.000468135,(0.15938560181990757-0.3187720926120048j),(0.474186+2.41392j)
0.00046814000000000003,(0.6705139413062425-0.8001238641211922j),(1.03322+3.23782j)
0.000468145,(0.9905417071360744-0.6130129976516673j),(-0.110804+3.32148j)
0.00046815,(1.0772498320803503-0.039019211832542935j),(-1.71765+2.76758j)
0.000468155,(1.0380039323394574+0.2891070906446537j),(-2.47562+2.1208j)
0.00046816,(0.8210013759942293+0.05362302472044081j),(-1.9963+2.49426j)
0.000468165,(0.2447251540782764-0.46891505057651656j),(0.84921+2.74449j)
0.00046817,(-0.6237384471193356-0.7642982848798309j),(3.30227-0.31197j)
0.00046817500000000004,(-1.2895741722777452-0.6171200491676743j),(2.95805-1.55378j)
0.00046818,(-1.226823847843511-0.2406181025622689j),(2.46906-2.17234j)
0.00046818500000000003,(-0.4708552323803447+0.05579078340480965j),(1.93096-1.74349j)
0.00046819,(0.32401925096118905+0.19737805077344855j),(-2.36638+0.0985499j)
0.000468195,(0.5192308765085535+0.30519526484615594j),(-2.8354+1.08638j)
0.0004682,(0.13805049151226786+0.43138042230062573j),(-2.48866-1.21722j)
0.000468205,(-0.213350880833349+0.4645790887216843j),(-1.2722-2.63157j)
0.00046821,(-0.055220285502126085+0.30987125856351483j),(-0.953223-2.19239j)
0.000468215,(0.4511178273404855+0.05350879179407572j),(-2.24923+1.72558j)
0.00046822,(0.741251680864141-0.13862098941495143j),(-1.2303+3.08769j)
0.000468225,(0.5023448497668744-0.23548428816726016j),(-0.706312+2.94328j)
0.00046823000000000004,(-0.036965686074539324-0.3436433120468732j),(1.61375+1.8948j)
0.000468235,(-0.44655295514682775-0.47587570282117836j),(3.16921-0.458645j)
0.00046824000000000003,(-0.5637261570291062-0.4313804223006255j),(3.05629-1.12776j)
0.000468245,(-0.5283561760349204-0.027153655531697397j),(2.04868-2.16586j)
0.00046825,(-0.4562516417354944+0.5753628029911269j),(-1.01981-3.10495j)
0.000468255,(-0.2727922285348+0.9075961569843305j),(-2.21008-2.52894j)
0.00046826,(0.07016613043997716+0.6461005425490246j),(-2.66622-1.59387j)
0.000468265,(0.36280955245490715-0.016086885191827507j),(-1.98828+1.48873j)
0.00046827,(0.29686559542949187-0.5433042434032453j),(1.29008+2.83646j)
0.000468275,(-0.13531245716826307-0.60890594613566j),(2.89723+1.23683j)
0.00046828,(-0.5476379828276037-0.39190338979043254j),(3.01243-1.12041j)
0.00046828500000000003,(-0.564979607816459-0.2891070906446535j),(2.76263-1.52356j)
0.00046829,(-0.2525992252477642-0.4124408698009427j),(2.83193+0.450663j)
0.00046829500000000003,(-0.017798245554049436-0.48956587454120215j),(2.28118+1.7975j)
0.0004683,(-0.07746814800544985-0.2613822704811306j),(1.60915+1.52122j)
0.000468305,(-0.1540233215721681+0.14934554991043j),(0.466235-1.61726j)
0.00046831,(0.18996224476770576+0.37034136933139455j),(-2.58632-0.989008j)
0.000468315,(0.9582542372093682+0.23753781392526377j),(-2.51434+2.33452j)
0.00046832,(1.6013856126450883-0.00946957623109874j),(-2.04148+2.70126j)
0.000468325,(1.5492473937243467-0.037193707441174784j),(-2.03665+2.60342j)
0.00046833,(0.8049154242232006+0.1644056277746462j),(-2.50495+1.7214j)
0.000468335,(-0.06309257872723485+0.2871669088408254j),(-0.658429-1.79117j)
0.00046834000000000003,(-0.49287507351703297+0.12242013798841568j),(1.4082-2.42877j)
0.000468345,(-0.41666126527112557-0.1378224701456324j),(2.4593-1.17812j)
0.00046835000000000003,(-0.18197571861623182-0.09903127967972493j),(1.68604-0.0208566j)
0.000468355,(-0.10142728197377658+0.36395188171855847j),(-0.995074-2.39371j)
0.00046836,(-0.1824322058355974+0.9109053559601605j),(-2.46917-2.33503j)
0.000468365,(-0.26332245228495854+1.0348080773178019j),(-2.27592-2.45518j)
0.00046837,(-0.28123524190563964+0.528698430327921j),(-1.07435-2.76209j)
0.000468375,(-0.32207906915736106-0.3486637824877068j),(2.74324+0.0484939j)
0.00046838,(-0.4556804771036686-1.107828252972528j),(3.29039+0.63221j)
0.00046838500000000004,(-0.6243073893206872-1.3846119666386858j),(3.23268+0.745152j)
0.00046839,(-0.7147825339184447-1.1162690439128944j),(3.26327+0.330102j)
0.00046839500000000003,(-0.6778168478439047-0.4940151803502102j),(3.04471-0.737272j)
0.0004684,(-0.5329210482285774+0.1836872123242821j),(1.30754-2.57729j)
0.000468405,(-0.30199940982450063+0.6551124981212152j),(-1.58351-2.75056j)
0.00046841,(-0.011751412271699409+0.8060555310563776j),(-2.73578-1.79194j)
0.000468415,(0.24290053865909794+0.702916977617599j),(-3.12896-0.774005j)
0.00046842,(0.32618834310384254+0.511585715677891j),(-3.06051-0.20488j)
0.000468425,(0.21380714580966725+0.35824690269172377j),(-2.61739-0.741877j)
0.00046843,(0.08454169971819211+0.2680006684327914j),(-1.68338-1.4705j)
0.000468435,(0.1775261905641765+0.22533000333141742j),(-2.11036-0.830023j)
0.00046844000000000003,(0.5201420730029058+0.24050475860809367j),(-2.75933+1.42957j)
0.000468445,(0.8433634714239181+0.30177272191614984j),(-2.63261+2.13417j)
0.00046845000000000003,(0.8122161083303894+0.29538323430331404j),(-2.59851+2.04201j)
0.000468455,(0.35060174186106097+0.07062261765934295j),(-2.24629+1.00446j)
0.00046846,(-0.28226200478464164-0.3467236006838789j),(2.7064+0.372112j)
0.000468465,(-0.7292727806091189-0.6591062056830472j),(3.25871-0.903113j)
0.00046847,(-0.8289887911178928-0.5315520310565752j),(3.0302-1.36448j)
0.000468475,(-0.6903669127307517+0.026697390555378817j),(1.79929-2.55984j)
0.00046848,(-0.5361146808197585+0.5759339676229522j),(-0.754474-3.15914j)
0.000468485,(-0.5002913240088706+0.6251074642913376j),(-1.08515-3.06901j)
0.00046849,(-0.5396527901344144+0.11705785774067622j),(1.28259-2.62728j)
0.00046849500000000003,(-0.47656021140717947-0.5064519012828816j),(3.09032-0.636314j)
0.0004685,(-0.13702372863326603-0.7380580482729594j),(3.02175+1.11098j)
0.00046850500000000003,(0.4731376684771735-0.4632100715496819j),(0.646308+3.03452j)
0.00046851,(1.0702914022661631+0.021335088083334893j),(-1.77321+2.79969j)
0.000468515,(1.2287640296473392+0.3742195105085766j),(-2.58293+2.05922j)
0.00046852,(0.7341776846653036+0.49892230683686845j),(-2.98527+1.11033j)
0.000468525,(-0.1462650390303773+0.4820362800951893j),(-1.32842-2.4095j)
0.00046853,(-0.8081090568143816+0.3771864551914065j),(0.354093-3.23588j)
0.000468535,(-0.8194034484834016+0.16737212797138146j),(1.11641-3.03983j)
0.00046854,(-0.31032907924116515-0.09024623425893216j),(2.19125-0.719726j)
0.000468545,(0.18494221881296685-0.2235053879122389j),(-0.243895+2.17865j)
0.00046855000000000003,(0.2819197504916409-0.13188969199520964j),(-1.23304+2.00855j)
0.000468555,(0.09811852748404086+0.04860299876570208j),(-0.940493+0.0736396j)
0.00046856,(0.03799244895354116+0.07541440000439886j),(-0.591855-0.389206j)
0.000468565,(0.2953832343033139-0.097091764605039j),(-1.47855+1.8425j)
0.00046857,(0.660588566809225-0.23868014318891495j),(-0.753839+3.2027j)
0.000468575,(0.7981836823173647-0.13246018989789307j),(-1.21501+3.08981j)
0.00046858,(0.6008051870578209+0.11591686193530928j),(-2.21547+2.12137j)
0.000468585,(0.20353907253355435+0.17011016231538617j),(-2.10699-0.31668j)
0.00046859,(-0.2506590434439363-0.11728587910731174j),(2.13346-0.270279j)
0.00046859500000000004,(-0.6974409089295885-0.4732510124313485j),(3.07283-1.37643j)
0.0004686,(-0.9985268998292635-0.48317638692836634j),(2.89081-1.73705j)
0.00046860500000000003,(-0.8921947137993036-0.07803842366508588j),(2.07915-2.52753j)
0.00046861,(-0.2842021865884694+0.3460390920978773j),(0.0170875-2.70714j)
0.000468615,(0.45282909880548816+0.334858044383033j),(-2.89426+0.621519j)
0.00046862,(0.6863732051689204-0.15082880000879761j),(-1.19763+2.98471j)
0.000468625,(0.17809668846685997-0.7120444995744397j),(2.17217+2.40755j)
0.00046863,(-0.5514027800506104-0.922657568306831j),(3.36468+0.167136j)
0.000468635,(-0.6918492738569297-0.6863732051689203j),(3.23455-0.651698j)
0.00046864,(-0.016429161709132837-0.20319681824055377j),(0.886975+1.21588j)
0.000468645,(0.8364028191792564+0.30302617270350274j),(-2.54305+2.01867j)
0.00046865000000000003,(1.0515807601053058+0.7186606750956267j),(-3.07891+1.22904j)
0.000468655,(0.5242491245189129+0.9534626771073591j),(-3.22903-0.321857j)
0.00046866000000000003,(-0.08476994332787514+0.8749664327646234j),(-2.46427-2.00976j)
0.000468665,(-0.1602983540155916+0.43628532635680956j),(-1.06329-2.5026j)
0.00046867,(0.19270027911171056-0.16600288855633158j),(-0.585345+1.73195j)
0.000468675,(0.4065069804352829-0.5809522156333118j),(1.17309+2.99585j)
0.00046868,(0.24883220559428382-0.6030876231546498j),(1.74691+2.6389j)
0.000468685,(0.10781632510051772-0.35014614361388474j),(0.962706+2.39342j)
0.00046869,(0.40559578394093077-0.09903127967972493j),(-1.4402+2.33131j)
0.000468695,(0.9377167571988577+0.026583379872061243j),(-1.84213+2.84308j)
0.0004687,(1.0463313793256468+0.13953374161063542j),(-2.1566+2.54447j)
0.00046870500000000003,(0.4549959685176675+0.35881806732354954j),(-2.86985+0.545186j)
0.00046871,(-0.2982346126014943+0.5804966173861358j),(-1.45659-2.6832j)
0.00046871500000000003,(-0.4235063511311377+0.5617859752252782j),(-1.12497-2.97924j)
0.00046872,(0.20399533750987275+0.23388636065643265j),(-2.18024-0.732634j)
0.000468725,(0.8746241784716231-0.15094281069211538j),(-1.30594+3.07803j)
0.00046873,(0.8265930110668884-0.249974534857935j),(-0.877757+3.18763j)
0.000468735,(0.06024031145686485+0.002281836040600719j),(-0.475495+0.252056j)
0.00046874,(-0.7259635816332888+0.31226703861451893j),(0.492077-3.1957j)
0.000468745,(-0.9228842562151817+0.33645597189386023j),(0.677537-3.25747j)
0.00046875000000000004,(-0.58335021811479+0.04632100715496804j),(1.69862-2.42805j)
0.000468755,(-0.22418989649824006-0.254652751005768j),(2.34241+0.496829j)
0.00046876000000000003,(-0.23240399953025462-0.26971193989779446j),(2.46389+0.552456j)
0.000468765,(-0.573764875480299-0.023502868992008305j),(2.01102-2.32361j)
0.00046877,(-0.971831064975217+0.19555254638208042j),(1.20042-3.17699j)
0.000468775,(-1.1827863880006084+0.18037845783454634j),(1.4277-3.01812j)
0.00046878,(-1.0766808898789992+0.03970372041854437j),(1.76092-2.76554j)
0.000468785,(-0.6399377428445397+0.04917327442533811j),(1.77814-2.41617j)
0.00046879,(-0.04586474217864986+0.29595217650466554j),(-0.711609-2.01034j)
0.000468795,(0.3579046483987228+0.5308675224705738j),(-3.10964-0.145015j)
0.0004688,(0.3291530653561982+0.42339300717696193j),(-2.97728-0.0680468j)
0.00046880500000000004,(0.04666348369101621-0.056361059064445676j),(-0.149749+0.511126j)
0.00046881,(-0.007415939351571357-0.561557064886453j),(2.42655+1.82943j)
0.00046881500000000003,(0.39144779154325626-0.7118155892356144j),(1.7009+2.8548j)
0.00046882,(0.8544311751845871-0.48819685736920004j),(-0.07867+3.31629j)
0.000468825,(0.7670363192238353-0.2429005386590979j),(-0.835579+3.11381j)
0.00046883,(0.050428280914022884-0.3079332991901609j),(0.77157+2.11703j)
0.000468835,(-0.6513477008982089-0.6327504026915267j),(3.24223-0.729985j)
0.00046884,(-0.6888845516045741-0.8494107047437539j),(3.30709-0.356405j)
0.000468845,(-0.20045856165350143-0.6747365592068995j),(2.90429+1.04343j)
0.00046885,(0.03970372041854415-0.19623727721112907j),(0.508969+1.46982j)
0.000468855,(-0.4004597471154474+0.24951893661075872j),(0.637185-2.71707j)
0.00046886000000000003,(-1.0117614733021116+0.41380988697294496j),(0.606402-3.32449j)
0.000468865,(-0.9253956026508353+0.29583883255049j),(0.885682-3.17221j)
0.00046887000000000003,(-0.008670945840256097+0.010154129265709426j),(0.100897-0.133538j)
0.000468875,(0.8913968612591262-0.37764205343858254j),(-0.547698+3.22843j)
0.00046888,(0.894932748143308-0.8121027643762138j),(0.431869+3.30386j)
0.000468885,(0.08020618234945462-1.1167268645905437j),(2.50013+2.1463j)
0.00046889,(-0.682037243314088-1.0530631212314836j),(3.29704+0.231387j)
0.000468895,(-0.7946455730027087-0.5782141812893071j),(3.09084-0.983765j)
0.0004689,(-0.5366858454515845+0.02498611909037589j),(1.98732-2.04688j)
0.000468905,(-0.4970954689872158+0.37866881631758437j),(0.0717967-3.05423j)
0.00046891,(-0.6773612495967289+0.37558852768057915j),(0.149872-3.24241j)
0.00046891500000000003,(-0.5058807366510562+0.24598082729610332j),(0.629281-2.91585j)
0.00046892,(0.25727521896512323+0.23263290986907975j),(-2.40783-0.340253j)
0.00046892500000000003,(0.9979579576279121+0.28522894946747135j),(-2.56883+2.2249j)
0.00046893,(0.9134144799653409+0.16600288855633155j),(-2.27716+2.3986j)
0.000468935,(0.07324664132003-0.17581491909917352j),(0.0867609+1.33672j)
0.00046894,(-0.53725701008341-0.4642368344286837j),(3.06488-0.801984j)
